category1,category2,rank,price,Publisher,ISBN10,ISBN13,ASIN,OtherRanks
" Veterinary Medicine ",Dentistry,88,"$99.99 ","Pergamon Pr; 1st edition (November 1, 1990)"," 0080375022"," 978-0080375021",,"#12,921,879 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,89,"$61.54 ","Mosby (June 18, 2003)"," 0323018092"," 978-0323018098",,"#12,960,756 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,90,,"Leatherwork & Horse Tack & World Wide [Equine Dental Supply Co (1986)",,," B00070ODP6","#13,193,867 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,91,,"Dale Jeffrey, World Wide Equine and Academy of Equine Dentistry (1998)",,," B0006R27TY","#13,518,791 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,92,,"Saunders; 1 edition (July 25, 2008)"," 1437700039"," 978-1437700039",,"#14,242,473 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,93,,"n/a (1936)",,," B00086DD46","#14,535,626 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,94,"$47.86 ","Saunders Ltd.; 1 edition (April 22, 2008)",,," B0070U1AJ8","#4,686,441 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dentistry,95,"$197.90 ","Iowa State Pr (September 30, 1994)"," 0905214145"," 978-0905214146",,"#15,355,030 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,96,,"Alexander Eger (1905)",,," B00089ZWYW","#15,451,309 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,97,"$17.61 ","BSAVA; 2 edition (June 15, 1995)"," 0905214285"," 978-0905214283",,"#15,645,768 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,98,,"J.B. Lippincott Company (1990)",,," B000GXJHNW","#15,841,351 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,99,"$209.74 ","Cambridge University Press; Revised, Subsequent edition (November 30, 1990)"," 0521252733"," 978-0521252737",,"#17,144,129 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dentistry,100,"$174.00 ","S. Karger; 1 edition (April 16, 1982)"," 3805534698"," 978-3805534697",,"#18,038,921 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,1,"$158.97 ","Saunders; 7 edition (December 14, 2012)"," 1416000283"," 978-1416000280",,"#214,370 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,2,"$128.10 ","Saunders; 4 edition (October 3, 2016)"," 0323376517"," 978-0323376518",,"#229,473 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,3,"$75.20 ","Springer; 1st ed. 2017 edition (December 1, 2016)"," 3319412396"," 978-3319412399",,"#357,273 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,4,"$40.00 ","Saunders; 2 edition (February 1, 2006)"," 0721628257"," 978-0721628257",,"#426,069 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,5,"$42.14 ","Saunders; 3 edition (December 16, 2010)"," 1416056637"," 978-1416056638",,"#823,332 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,6,"$312.96 ","Wiley-Blackwell; 2 edition (September 12, 2005)"," 0632064528"," 978-0632064526",,"#1,002,801 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,7,"$64.99 ","Wiley-Blackwell; 1 edition (May 1, 2012)"," 1405198966"," 978-1405198967",,"#1,322,836 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,8,"$140.81 ","Saunders; 2 edition (December 17, 2010)"," 1437709206"," 978-1437709209",,"#1,553,205 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,9,"$4.99 ","Dermapet; First Edition edition (March 1, 1994)"," 0964029502"," 978-0964029507",,"#1,608,900 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,10,"$3.78 ","Alpine Pubns (January 1, 1994)"," 0931866650"," 978-0931866654",,"#1,790,559 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,11,"$5.00 ","W B Saunders Co; 5th edition (January 15, 1995)"," 3540664696"," 978-3540664697"," 0721648509","#1,799,774 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,12,"$80.89 ","Wiley-Blackwell; 2 edition (January 25, 2011)"," 0813815967"," 978-0813815961",,"#1,808,418 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,13,"$33.99 ","Teton NewMedia; 1 edition (August 1, 2000)"," 1893441067"," 978-1893441064",,"#1,815,369 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,14,"$51.20 ","Wiley-Blackwell; 1 edition (June 26, 2006)"," 0632059699"," 978-0632059690",,"#1,908,601 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,15,"$64.99 ","Wiley-Blackwell; 1 edition (June 26, 2017)"," 140513948X"," 978-1405139489",,"#1,937,349 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,16,"$37.91 ","CRC Press; 2 edition (August 17, 2011)"," 1840761687"," 978-1840761689",,"#1,951,320 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,17,"$35.06 ","CRC Press; 1 edition (December 14, 2013)"," 1840761970"," 978-1840761979",,"#2,054,096 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,18,"$9.99 ","Iowa State Pr; 1 edition (November 15, 1998)"," 0813829836"," 978-0813829838",,"#2,058,038 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,19,"$122.40 ","Saunders; 7 edition (August 7, 2013)",,," B00E8NG84C","#1,299,355 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,20,"$33.97 ","Saunders; 6 edition (October 16, 2000)"," 0721676189"," 978-0721676180",,"#2,308,102 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,21,"$121.60 ","Saunders; 3 edition (December 2, 2010)",,," B005GDZLK0","#1,529,979 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,22,"$45.15 ","Saunders Ltd.; 1 edition (June 25, 2008)"," 0702028703"," 978-0702028700",,"#3,060,811 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,23,"$71.44 ","Springer; 1 edition (November 29, 2016)",,," B01N1MYGG6","#1,728,527 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,24,"$9.49 ","Saunders Ltd.; 2nd edition (January 15, 1997)"," 0702019747"," 978-0702019746",,"#3,242,120 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,25,"$117.04 ","Wiley-Blackwell; 1 edition (February 13, 2007)"," 0813805163"," 978-0813805160",,"#3,315,899 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,26,"$21.73 ","Butterworth-Heinemann; 1 edition (August 18, 2005)"," 0750688041"," 978-0750688048",,"#3,411,134 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,27,"$41.59 ","Wiley-Blackwell; 1 edition (April 20, 2017)",,," B0718T9DWC","#1,897,943 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,28,"$210.84 ","Saunders Ltd.; 2 edition (August 20, 2009)"," 0702028819"," 978-0702028816",,"#3,726,735 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,29,"$97.50 ","Wiley-Blackwell; 2 edition (July 5, 2011)",,," B005CPJV6W","#1,935,100 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,30,"$19.08 ","Wiley-Blackwell; 1 edition (January 28, 2002)"," 0683305743"," 978-0683305746",,"#3,843,758 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,31,"$5.99 ","Tfh Pubns Inc (September 1, 1996)"," 079380633X"," 978-0793806331",,"#3,904,085 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,32,"$345.48 ","Springer; 3rd edition (January 2, 2008)"," 3540489940"," 978-3540489948",,"#3,961,145 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,33,"$88.88 ","Mosby Inc (April 1, 1992)"," 0801658098"," 978-0801658099",,"#4,000,221 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,34,"$43.95 ","CRC Press; 1 edition (December 12, 2013)",,," B00ADJGZX4","#2,101,656 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,35,"$37.94 ","CRC Press; 1 edition (December 20, 2004)"," 1840760486"," 978-1840760484",,"#4,517,993 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,36,"$296.01 ","W B Saunders Co (February 1, 1988)"," 0721685536"," 978-0721685533",,"#4,547,823 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,37,"$13.59 ","W. B. Saunders (April 6, 2001)"," 0721681522"," 978-0721681528",,"#4,629,471 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,38,"$4.65 ","Elsevier; 1 edition (February 28, 2013)"," 1455773506"," 978-1455773503",,"#4,731,776 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,39,"$43.15 ","Mosby (August 15, 1992)"," 0801633842"," 978-0801633843",,"#4,850,452 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,40,"$36.01 ","CRC Press; 2 edition (August 15, 2011)",,," B006BAE7M0","#2,372,267 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,41,"$25.00 ","Wiley-Blackwell; 1 edition (December 15, 1998)"," 0632048085"," 978-0632048083",,"#4,962,560 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,42,"$100.00 ","BSAVA; 2 edition (March 24, 2003)"," 0905214587"," 978-0905214580",,"#5,014,490 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,43,"$61.73 ","Wiley-Blackwell; 1 edition (August 23, 2010)"," 1405134976"," 978-1405134972",,"#5,082,648 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,44,"$112.50 ","Mosby; 2 edition (May 27, 1994)"," 0723418985"," 978-0723418986",,"#5,100,224 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,45,"$27.50 ","Wiley-Blackwell; 2 edition (May 27, 2008)"," 140516753X"," 978-1405167536",,"#5,178,433 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,46,"$127.20 ","Saunders; 2 edition (December 1, 2010)",,," B005GDZLJG","#2,495,089 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,47,"$259.00 ","Springer; 2002 edition (October 31, 2002)"," 1402071884"," 978-1402071881",,"#5,336,002 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,48,"$21.40 ","Butterworth-Heinemann; 1 edition (December 26, 2002)"," 075064804X"," 978-0750648042",,"#5,374,868 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,49,"$49.75 ","Teton NewMedia (December 30, 2005)"," 1591610230"," 978-1591610236",,"#5,390,284 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,50,"$3.25 ","W B Saunders Co (January 1, 1989)"," 0721624324"," 978-0721624327",,"#5,483,472 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,51,"$149.99 ","Wiley-Blackwell; 2 edition (March 12, 2018)"," 1119250579"," 978-1119250579",,"#5,487,048 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,52,"$19.90 ","Saunders Ltd.; 1 edition (January 15, 1999)"," 0702019682"," 978-0702019685",,"#5,574,134 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,53,"$62.43 ","Wiley-Blackwell; 1 edition (November 28, 2011)",,," B006H50D9U","#2,670,461 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,54,"$58.73 ","Wiley-Blackwell; 1 edition (January 15, 2000)"," 0632048050"," 978-0632048052",,"#5,961,330 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,55,"$7.00 ","W. B. Saunders (2001)",,," B002W2CVJW","#5,965,787 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,56,"$219.60 ","CRC Press; 1 edition (November 25, 1997)"," 0849325641"," 978-0849325649",,"#6,135,350 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,57,"$3.00 ","W B Saunders Co; 4th edition (January 1, 1989)"," 0721624162"," 978-0721624167",,"#6,341,649 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,58,"$103.99 ","Wiley-Blackwell; 1 edition (June 26, 2006)",,," B000VXHKVS","#2,850,317 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,59,"$6.50 ","Blackwell Science Ltd (August 29, 1986)"," 0632014040"," 978-0632014040",,"#6,606,206 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,60,"$25.97 ","J. A. Allen (January 1, 2005)"," 0851318835"," 978-0851318837",,"#6,794,859 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,61,"$166.26 ","Manson Publishing Ltd (June 9, 2003)"," 1874545618"," 978-1874545613",,"#6,837,488 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,62,"$45.07 ","Mosby; Lslf edition (November 15, 1998)"," 1556644094"," 978-1556644092",,"#7,567,702 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,63,"$71.06 ","Saunders Ltd.; 1 edition (June 11, 2008)",,," B0072HDPDS","#3,169,069 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,64,"$64.03 ","CRC Press; 2 edition (March 27, 2009)"," 1840761156"," 978-1840761153",,"#7,766,213 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,65,"$142.54 ","CRC Press; 3 edition (March 26, 2018)"," 1482225964"," 978-1482225969",,"#8,750,450 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,66,"$55.00 ","Teton NewMedia; 1 edition (December 30, 2005)",,," B00IPPMOL0","#3,450,024 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,67,"$199.00 ","Springer; Softcover reprint of the original 1st ed. 2002 edition (October 21, 2012)"," 1461354226"," 978-1461354222",,"#8,999,059 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,68,"$3.99 ","W B Saunders Co Ltd; 3rd edition (August 1983)"," 0721666094"," 978-0721666099",,"#9,395,959 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,69,"$11.49 ","Iowa State Pr (September 30, 1994)"," 090521420X"," 978-0905214207",,"#9,565,072 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,70,"$80.56 ","Springer; 2nd edition (June 27, 2001)"," 3540662391"," 978-3540662396",,"#9,745,062 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,71,"$36.01 ","Thieme/Manson; 1 edition (September 1, 2011)",,," B009LADYCQ","#3,664,499 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,72,"$1,309.09 ","Saunders; 2 edition (July 2, 2007)"," 1416053921"," 978-1416053927",,"#9,887,847 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,73,"$10.67 ","W B Saunders Co; 1st edition (July 1, 1983)"," 0721664369"," 978-0721664361",,"#10,025,320 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,74,"$6.95 ","Tfh Publications; English Language edition (November 1, 2002)"," 0793830478"," 978-0793830473",,"#10,383,117 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,75,,"Butterworth-Heinemann (October 5, 1998)"," 0750642696"," 978-0750642699",,"#10,408,828 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,76,"$95.96 ","Veterinary Learning Systems; 1 edition (November 1, 1998)"," 188425439X"," 978-1884254390",,"#10,604,798 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,77,"$3.62 ","Wiley-Blackwell; 1 edition (January 27, 2003)"," 0632056010"," 978-0632056019",,"#10,655,079 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,78,"$275.00 ","Springer; 2nd edition (June 27, 2001)"," 3540668292"," 978-3540668299",,"#11,032,869 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,79,"$16.54 ","Wiley-Blackwell; 5th edition (September 30, 2005)"," 1405131969"," 978-1405131964",,"#11,088,631 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,80,"$45.00 ","Amer Veterinary Pub; 2 edition (February 1, 1990)"," 0939674211"," 978-0939674213",,"#11,332,669 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,81,"$6.34 ","Lea & Febiger (August 1, 1991)"," 0812114604"," 978-0812114607",,"#11,997,499 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,82,"$150.00 ","Pergamon Pr; Illustrated edition (May 1, 1992)"," 0080408230"," 978-0080408231",,"#12,182,553 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,83,"$51.91 ","Wiley-Blackwell; 1 edition (October 20, 2003)"," 0632048077"," 978-0632048076",,"#12,282,941 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,84,"$9.90 ","W. B. Saunders Company (1995)",,," B000FP9VAK","#12,636,469 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,85,"$101.66 ","Wiley-Blackwell; 1 edition (April 9, 2013)",,," B00CC0GZG4","#4,268,970 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,86,"$53.90 ","Saunders; 1 edition (February 14, 2003)"," 0721625711"," 978-0721625713",,"#12,660,891 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,87,"$500.00 ","Merial (1999)",,," B0006RY26K","#12,750,955 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,88,"$92.20 ","Wiley-Blackwell; Volume 7 edition (June 10, 2013)"," 1118644875"," 978-1118644874",,"#13,105,584 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,89,"$102.99 ","Wiley-Blackwell; 1 edition (June 9, 2008)",,," B000U8UAY8","#4,383,901 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,90,"$19.99 ","W. B. Saunders Co. (1984)",,," B005JOLO8O","#13,230,194 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,91,"$99.00 ","Elsevier; 1 edition (October 11, 2012)",,," B00B3V92TA","#4,422,272 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,92,"$202.99 ","Wiley-Blackwell; Volume 6 edition (August 2, 2010)"," 1444336460"," 978-1444336467",,"#13,383,762 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,93,"$21.00 ","Amer Veterinary Pub; 2nd edition (November 1, 1989)"," 0939674238"," 978-0939674237",,"#13,478,107 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,94,"$500.00 ","Lippincott (1964)",,," B0000CMB03","#13,519,488 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,95,"$189.05 ","Springer; 2002 edition (December 6, 2012)",,," B000T4B0MO","#4,506,327 Paid in Kindle Store (See Top 100 Paid in Kindle Store)"
" Veterinary Medicine ",Dermatology,96,"$14.99 ","W B Saunders Co (January 1, 1990)"," 070201494X"," 978-0702014949",,"#13,520,762 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,97,"$239.00 ","Springer; 2nd edition (June 27, 2001)"," 3540668195"," 978-3540668190",,"#13,626,862 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,98,"$9.00 ","Lippincott (1953)",,," B0007E26YW","#13,953,730 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,99,"$28.28 ","W.B. Saunders Company (1995)",,," B004OZF65Q","#14,065,530 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Dermatology,100,"$2.39 ","W.B. Saunders Company; 2nd edition (June 1976)"," 072166606X"," 978-0721666068",,"#14,144,876 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Epidemiology,1,"$149.00 ","Springer; 2nd edition (December 31, 2003)"," 1402017944"," 978-1402017940",,"#473,784 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Epidemiology,2,"$109.51 ","CRC Press; 3 edition (September 7, 2005)"," 0849315662"," 978-0849315664",,"#611,805 in Books (See Top 100 in Books)"
" Veterinary Medicine ",Epidemiology,3,"$1.98 ","NewSage Press; 1 edition (September 16, 2003)"," 0939165481"," 978-0939165483",,"#641,857 in Books (See Top 100 in Books)"
